record_id,segment_index,condition,load_hp,rpm,source_fs_hz,analysis_fs_hz,segment_seconds,rms,std,peak_to_peak,crest_factor,kurtosis,shaft_hz,ftf_hz,bpfo_hz,bpfi_hz,bsf_hz,raw_bpfo_prominence_db,envelope_bpfo_prominence_db,raw_bpfi_prominence_db,envelope_bpfi_prominence_db,raw_bsf_prominence_db,envelope_bsf_prominence_db,diagnostic_frequency,diagnostic_envelope_prominence_db
121,1,ball,3,1722.0,12000.0,12000.0,1.0,0.15409908795830204,0.15409908795830204,1.1360712974051896,3.8373668683934627,2.846700484311776,28.7,11.431450878334417,102.88305790500976,155.41694209499025,67.63791281051613,14.272897495249353,6.684596621908916,37.34871947890281,5.1646431790759575,10.254812917596677,10.222927551168056,bsf,10.222927551168056
121,2,ball,3,1722.0,12000.0,12000.0,1.0,0.15475680919010856,0.15475680919010856,1.0257778443113774,3.358706556376074,2.7504862549896605,28.7,11.431450878334417,102.88305790500976,155.41694209499025,67.63791281051613,17.042231858953947,3.7608656890712644,36.27245937479111,8.302572693891308,11.352046821292003,10.621341780697124,bsf,10.621341780697124
121,3,ball,3,1722.0,12000.0,12000.0,1.0,0.15343555282387203,0.15343555282387203,1.173431377245509,3.845534930863981,2.9447442555007814,28.7,11.431450878334417,102.88305790500976,155.41694209499025,67.63791281051613,15.632871870229732,5.0336641366110815,37.61847341272814,11.219277585973682,11.412804432982673,7.365398594876017,bsf,7.365398594876017
121,4,ball,3,1722.0,12000.0,12000.0,1.0,0.15890826936966373,0.15890826936966373,1.2090046706586826,3.9643853309299604,2.8201897255365127,28.7,11.431450878334417,102.88305790500976,155.41694209499025,67.63791281051613,19.888771346157405,-2.2204113808098787,36.7164046799194,12.067228490226512,12.494066812768448,2.720145609151599,bsf,2.720145609151599
130,0,outer_race,0,1796.0,12000.0,12000.0,1.0,0.6755668051287351,0.6755668051287351,6.760144011976047,5.2013543544395935,7.623116988302507,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,29.363073898850555,40.072589994454624,34.523444791238816,1.046952690738828,10.367622062855496,12.370394881164495,bpfo,40.072589994454624
130,1,outer_race,0,1796.0,12000.0,12000.0,1.0,0.6459745079041898,0.6459745079041898,6.373142315369261,5.164971568625368,7.449053964306376,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,29.683544401048266,38.37738781646009,34.5196513105375,7.19771122265811,8.798017064322925,12.420876148327132,bpfo,38.37738781646009
130,2,outer_race,0,1796.0,12000.0,12000.0,1.0,0.6741144159388903,0.6741144159388903,6.613140219560878,4.9110736920062275,7.666301335590987,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,31.41779252730877,40.4274829817707,34.970013111140304,-7.220616673443304,9.600910731766563,12.364963332087564,bpfo,40.4274829817707
130,3,outer_race,0,1796.0,12000.0,12000.0,1.0,0.6936830623616004,0.6936830623616004,6.700855189620759,4.957399033642626,7.619891854926836,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,29.782972569961593,40.02253061727047,33.68180741464469,-4.899227530961557,10.019739742435053,6.568654361897616,bpfo,40.02253061727047
130,4,outer_race,0,1796.0,12000.0,12000.0,1.0,0.6647010263236086,0.6647010263236086,6.458420758483034,4.929989757420006,7.462940174570176,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,70.54453624139776,27.287065405110717,39.75661553178044,36.108392385532575,-3.666257297385858,10.53577024984749,10.096155036927076,bpfo,39.75661553178044
133,0,outer_race,3,1725.0,12000.0,12000.0,1.0,0.5669222686370251,0.5669222686370251,6.047459880239521,5.435815100398733,8.05652652575254,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,30.062937233636976,36.072865350434355,32.42910679275613,0.3117790598513192,3.0027147573861566,9.59262521589367,bpfo,36.072865350434355
133,1,outer_race,3,1725.0,12000.0,12000.0,1.0,0.5768693485658816,0.5768693485658816,6.122992215568862,5.511187800849583,7.967616975269607,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,29.874388555158383,34.71647824855378,32.01817302753995,-0.7892142433801181,9.491789899685399,12.926471012332508,bpfo,34.71647824855378
133,2,outer_race,3,1725.0,12000.0,12000.0,1.0,0.5766632483373209,0.5766632483373209,6.122992215568862,5.4273411928793545,8.066689090826557,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,31.92770616594574,38.820201214669005,32.13372284072371,1.1240114753632255,7.728577216654779,15.044531315966346,bpfo,38.820201214669005
133,3,outer_race,3,1725.0,12000.0,12000.0,1.0,0.5853041417769185,0.5853041417769185,6.104312175648703,5.3391427906494915,7.909137283141515,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,29.00864188895379,34.735828668610914,33.927456656975565,9.602521671374921,-0.6474007765815194,2.772865306853283,bpfo,34.735828668610914
133,4,outer_race,3,1725.0,12000.0,12000.0,1.0,0.5826500446176097,0.5826500446176097,6.239133333333333,5.546481687817426,7.980901754775533,28.75,11.451366297983084,103.06229668184776,155.68770331815224,67.75574889555186,28.477286875273492,37.24201434838353,32.710804949540496,10.022109716410077,7.764005899760892,10.478556322333244,bpfo,37.24201434838353
